2.6112119580362064E-01	1.7120521255317314E-01	1.2351889510646542E+15	8.098568416077348E+14	
3.3712508437659324E+23	-2.417618893495346E+23	1.2743111976257675E+14	7.1351618661977E+13	
-5.8785115791331735E+23	-8.197295766740463E+23	3.848366668482006E+15	2.2800976836551815E+15	
-2.6033851841285225E+25	5.207004932102964E+25	-3.8304454371020184E+16	6.933724143942771E+16	
4.5398223392380016E+23	2.2698089152280565E+23	-3.36664262652248E+14	1.514721795458944E+15	
-1.444214837305332E+25	-2.536177773127984E+23	-1.9833986087247176E+16	-2.1654939968732815E+15	
-1.403160922988413E+22	7.990235723467727E+23	-1.614379237620924E+15	2.0844478290468545E+15	
-4.981858063193855E+25	-3.081385713554783E+25	-6.582529154730314E+16	-4.489102492569916E+16	
9.382724696218381E+24	-1.5169604531110964E+25	-1.728270333603064E+15	2.042523483145464E+15	
-5.165577162812051E+26	-2.903135654244566E+26	-7.104406155481034E+17	-3.746112647791493E+17	
-8.274343726331838E+23	1.4722619303813744E+24	-1.430285635789952E+15	-3.44655597836544E+14	
-3.6608544730327826E+24	-1.117402492917388E+25	-2.4064104590594755E+15	-1.677951155312848E+16	
3.895950504308431E+22	-1.2763984240427143E+22	-1.6539002703408695E+15	-1.001631323827428E+15	
-1.3323807493362565E+26	2.146429838465211E+26	-1.788147416563472E+17	2.916640958359554E+17	
-1.2833467929462296E+22	-7.966281996855071E+21	-6.51451311121472E+14	1.334186496316032E+15	
2.8583783634111082E+26	1.4200332773744487E+26	3.8771800321783475E+17	1.909613989714789E+17	
-2.5495516580913037E+25	5.13198064618166E+25	9.47337937203328E+15	-1.515082279230912E+16	
5.3914367952757786E+26	2.142879631622693E+26	7.550969708148192E+17	2.3582381438969504E+17	
1.397701949278099E+24	-3.516585898203422E+24	-1.50284099452416E+15	6.724853857957696E+15	
-1.914157632424094E+25	-2.4523590854741707E+24	-2.630911979106235E+16	-5.283798627658456E+15	
1.8171208017397645E+23	-1.4183304852739912E+24	-1.428902626001188E+15	6.3675561775336E+14	
-7.238760115687227E+23	2.9219374362397215E+24	2.026579567224265E+14	5.240342867227576E+15	
-1.8095340297992875E+24	-4.482910072074201E+23	-2.8001643599535875E+15	1.757443511087583E+15	
1.6309680010015759E+25	4.515434726610226E+25	2.733514867449329E+16	5.9992476340770264E+16	
2.3781477558601164E+24	-8.589832710058398E+23	9.53756678748804E+15	-2.17295912740204E+15	
3.0077502632649872E+26	1.2172475612996348E+27	3.945176377417909E+17	1.6515946667563827E+18	
5.090196978220375E+24	-1.2577590460312286E+24	5.49779493641184E+15	2.19755022365696E+14	
1.9174346939310406E+25	2.714407160239505E+26	1.357336342365941E+16	3.690375865130936E+17	
3.131286399589885E+26	-2.21191520412603E+25	4.13778838733637E+17	-1.3334183087184128E+16	
6.520678197664031E+27	1.4413779741554366E+29	7.991780545423521E+18	1.9521834050151593E+20	
1.4480648115361585E+26	-6.553533310781312E+24	6.824958974706995E+16	-7.67162620575744E+14	
1.4860951283538788E+27	4.748531628618082E+28	1.7479725156909517E+18	6.430887000436618E+19	
8.285228327906292E+24	-2.532477805170386E+23	1.13806180411904E+15	1.47211652734976E+15	
-1.928323966990878E+25	1.0003718371759351E+26	-3.846815395836899E+16	1.3432980939875058E+17	
-9.114806417534589E+20	-1.7569765978405444E+20	-2.8069395900156E+14	1.44997924645456E+15	
5.032398343532009E+27	9.764177798488786E+26	6.814584916218951E+18	1.3207044564357123E+18	
3.209065704704554E+23	-1.6539331460491966E+24	4.507037143671808E+15	-1.5477157452387072E+16	
4.618485057534706E+27	1.3146476821850204E+27	6.248887837561453E+18	1.7978591496243543E+18	
6.642597075027652E+23	-2.3386692500772212E+24	8.61113370939392E+14	2.392843769006592E+15	
-8.240031436437457E+23	1.334391516935852E+24	-2.8763501067267335E+15	2.5807984692435385E+15	
3.2835019903147704E+19	2.0276027790152696E+19	-7.75967532131746E+14	1.2567870077965562E+15	
-1.0493975758490569E+29	-6.478951636785106E+28	-1.4209673995805455E+20	-8.773187048137857E+19	
-1.5395803930670893E+24	2.493661699203873E+24	-1.51168741720064E+15	-3.63126061367296E+14	
-8.801665445372938E+24	-1.6963514056929024E+25	-8.32181844205529E+15	-2.5983551451252296E+16	
4.8071692842762883E+23	-2.4941268529354454E+23	2.164415237162556E+15	-2.640811049685736E+15	
-1.2918895376985497E+26	-1.1448486442854043E+26	-1.777483742210576E+17	-1.5204387938151248E+17	
7.168759849409709E+23	-8.089493514428021E+23	-6.53999441593024E+14	-1.527670366560288E+15	
-1.5025927563923142E+25	1.2210017021480821E+24	-2.066311933492023E+16	4.276399815227148E+15	
1.981571420168696E+23	2.438567331541836E+24	-8.5690446719252E+14	2.50372208699527E+15	
-8.604363341436212E+25	-1.496784669895616E+25	-1.159219454347112E+17	-2.6073513464018416E+16	
-5.8844587252660345E+23	3.382719101619093E+24	-1.717154563605296E+15	-8.2264813524232E+13	
-1.254196329678814E+25	-1.2016965819079055E+25	-1.4468942779548392E+16	-2.0770241635683292E+16	
-1.9266077487325635E+24	2.010777432155207E+24	5.91810576938796E+14	-3.9083145009306E+15	
3.9059886996255353E+24	-1.0928265054756235E+24	7.306029909614172E+15	-2.94233892374765E+14	
1.7988064754837278E+21	6.429307608156558E+21	8.0961776077719E+14	-2.577825854886562E+15	
-4.146914478271274E+27	-1.3065868966004983E+27	-5.616093232062124E+18	-1.7666626419147953E+18	
-6.036811379986235E+22	1.9159923601073025E+23	-1.45758113512448E+15	-2.88431245014016E+14	
2.697227528677217E+24	-2.546570295606907E+25	5.191604365828626E+15	-3.445377699698755E+16	
-1.869949786166695E+23	-1.9805777464423373E+22	6.13501453059874E+14	-1.431617888367328E+15	
2.5715585858515163E+25	8.664792353081598E+24	3.4460835235837136E+16	1.3191315532157992E+16	
-1.4283857906058006E+23	4.239198810645649E+23	1.35483430552496E+15	5.2745628780259E+14	
6.449786517989357E+24	-9.963120449767113E+24	7.572150760396167E+15	-1.4592408040320232E+16	
1.4963700563269422E+25	9.68699260826679E+24	-3.846446557068511E+16	-2.9475364774743504E+16	
-6.504344496346157E+26	8.041686981580745E+26	-8.625422293099035E+17	1.1052723675973327E+18	
3.5023703068696264E+24	2.8328164296251476E+24	4.144980160615552E+15	5.115346381525504E+15	
-3.003895226002711E+26	2.7830650356591386E+26	-4.1564090921317235E+17	3.678998720839332E+17	
1.0993056910110814E+24	1.1865332154292507E+24	-1.245217912111808E+15	9.02504699007616E+14	
-6.26607754770852E+24	-1.840109873946245E+24	-8.728148568710766E+15	-5.000841439769351E+15	
1.0817931044263323E+24	-3.6838014832094066E+24	-1.6207459469689E+14	1.90078455199419E+14	
-1.5149902375814743E+26	-3.7502751346938955E+25	-2.0644555939906774E+17	-4.5983864064548776E+16	
1.7020112527508268E+24	-6.875576696552091E+24	-2.074506548735424E+15	1.294806448548E+15	
-1.624284066547234E+25	4.4576003758103685E+24	-2.2224376319875604E+16	1.4051296348226608E+16	
-4.307707633481564E+22	-1.5696653536505008E+23	-1.697172169342376E+15	-3.23210949388184E+14	
-1.2100489322051986E+25	4.863864723325098E+25	-1.4629607743506978E+16	6.63966959125987E+16	
-3.2628824739141306E+24	-8.117510823308366E+23	-9.76716798215485E+15	-7.81168347267704E+14	
-9.303065064995416E+25	8.37237403971175E+26	-1.117861607322972E+17	1.1355722687054554E+18	
2.1038239833654206E+25	2.3376895617335034E+24	1.2647835416662032E+16	2.529777964704768E+15	
-4.284256824881501E+26	2.801478631721263E+27	-6.212608938367538E+17	3.7877493606720737E+18	
-1.3239422649379805E+25	-2.0246858998550263E+24	2.250245876723008E+16	4.736930280180736E+15	
2.939211496908602E+25	-1.182170123290021E+26	3.522433349995437E+16	-1.6207139825023155E+17	
-1.2426612476239287E+21	-3.089642683071474E+20	3.55773023379008E+14	-1.433468853381568E+15	
3.6075314849974976E+27	8.931065465572605E+26	4.884555819569724E+18	1.21077746136489E+18	
-1.89312261422978E+25	7.646903341417027E+25	-8.42102280266752E+15	4.003102806828646E+16	
2.4446543719290837E+28	5.655563071231679E+27	3.313678582625624E+19	7.514569776279128E+18	
6.095822834759283E+23	-2.566605608885453E+24	4.82950998106112E+14	4.344096456288256E+15	
-5.025479887942077E+24	1.7269627904048957E+24	-8.113312963877868E+15	1.469766825679104E+15	
-3.1649715977485025E+20	-9.21010049306652E+20	-1.396509389797997E+15	4.802567982123895E+14	
1.586683169668231E+27	4.6205262344995293E+27	2.1499032975764685E+18	6.256113477942055E+18	
-2.3203072759882622E+24	7.967907450673953E+23	-9.928417280364544E+15	4.97186152210432E+15	
6.0916188463141285E+26	1.2710151203199743E+27	8.379306402486899E+17	1.7150128848547264E+18	
2.2764392438623876E+24	-1.0834388749507178E+24	-4.48191454286976E+14	1.832046391859456E+15	
-2.1333541737171844E+24	2.1227604571122696E+24	-5.523050549861069E+15	2.509425004736238E+15	
-3.204632704433531E+20	-3.220625525402302E+20	-1.046971084939226E+15	1.041377735985433E+15	
7.382394536376485E+27	7.425138970641866E+27	9.99744864651287E+18	1.0053239963867576E+19	
-1.1368460066611203E+23	1.1303014105591343E+23	2.428228987236352E+15	-3.3141392978944E+14	
-1.266411647904219E+25	-1.1682255859118744E+26	-1.942256530225485E+16	-1.5800953009434714E+17	
-1.487678615992308E+24	1.6133207519923336E+23	-2.809035534835584E+15	-1.151925579709248E+15	
2.034536069407462E+25	-7.4463788407472535E+25	3.237286066864637E+16	-9.989694726948634E+16	
-3.637468386631436E+20	-9.938469236205892E+19	3.88581573079304E+14	-1.425003671037216E+15	
1.2177590088764272E+28	3.3184229039137054E+27	1.6489123011370707E+19	4.494857000438286E+18	
3.874257132613989E+25	-1.4217330527978056E+26	1.5308161643145216E+16	-5.049283534881126E+16	
5.6489480503131285E+28	1.5989687040636435E+28	7.642322922816374E+19	2.1896806467413955E+19	
1.0414519642099953E+24	-2.844937014307099E+24	4.325629145382912E+15	8.420024275914752E+15	
-3.93397833459829E+25	3.0476101891405027E+25	-5.900600920067006E+16	3.669917068672225E+16	
-8.839352819036864E+20	-1.1409111991242184E+21	-1.167982340050064E+15	9.037521905087E+14	
2.015699020315566E+27	2.608593596642153E+27	2.730600139973248E+18	3.531359314650346E+18	
-4.3673326193676914E+23	3.374725318813682E+23	4.64120815766528E+14	1.508267431030784E+15	
1.5760961017057352E+25	-1.5285287536546042E+24	2.146895927976092E+16	-4.034994648087486E+15	
-9.407715119914782E+21	-9.70047936717374E+22	1.475672054881924E+15	3.8681227987557E+13	
8.875999039188127E+23	4.831051837848034E+25	-2.610460920393075E+14	6.550929539324267E+16	
-2.5521144505456233E+25	4.688951013415435E+23	-9.02658118187943E+16	2.36197230133788E+15	
4.372919772148897E+27	1.7551631423885555E+29	6.046136083073886E+18	2.376612855796204E+20	
3.599214809801366E+24	-9.082096952404554E+22	1.6217357356263424E+16	1.070562171387904E+15	
-1.630106353329754E+26	3.013490265334857E+27	-2.418217489683349E+17	4.079579095196184E+18	
-1.8973648421792434E+24	-1.0262550009917854E+23	-1.621045615286848E+15	1.378339909628416E+15	
1.4163479192911966E+25	3.1442696164475756E+25	2.336881867389037E+16	4.13367562366599E+16	
1.0236564766441079E+21	-4.611098703210396E+20	6.06692714242608E+14	1.346501942018544E+15	
